culture,wld.regs,wld.reg1,gene.5ht,hpp.9,hpp.z9,hpp.z8xl,hpp.z8xt,hpp.z7,hpp.z6,hpp.bst,hpp.ind.bst,gdp.who,gdp.wb,gdp.fact,pop.dens,lat.popu,lat.cent,new.gini,sexratio,sex.rat,soi.tot,soi.male,soi.fem,soi.sexd,b5m.neu,b5m.ext,b5m.ope,b5m.agr,b5m.con,acqui.m,b5s.ext,b5s.agr,b5s.con,b5s.neu,b5s.ope,b5.2.ext,b5.2.ope,b5.2.neu,b5.2.agr,b5.2.con,ind.hof,ind.suh,col.gelf,col.pron,food.spc,food.plt,food.per,pat.lei,pat.sch,pat.fil,pat.lep,pat.thu,pat.mal,pat.trp,pat.tb,pat.den,conform,wvs.ind,wvs.obe,wvs.rac,wvs.rel1,hdi,lif.sat,sat.inq,left.wri,left.gen,b5fs.n1,b5fs.n2,b5fs.n3,b5fs.n4,b5fs.n5,b5fs.n6,b5fs.e1,b5fs.e2,b5fs.e3,b5fs.e4,b5fs.e5,b5fs.e6,b5fs.o1,b5fs.o2,b5fs.o3,b5fs.o4,b5fs.o5,b5fs.o6,b5fs.a1,b5fs.a2,b5fs.a3,b5fs.a4,b5fs.a5,b5fs.a6,b5fs.c1,b5fs.c2,b5fs.c3,b5fs.c4,b5fs.c5,b5fs.c6,b5fo.n1,b5fo.n2,b5fo.n3,b5fo.n4,b5fo.n5,b5fo.n6,b5fo.e1,b5fo.e2,b5fo.e3,b5fo.e4,b5fo.e5,b5fo.e6,b5fo.o1,b5fo.o2,b5fo.o3,b5fo.o4,b5fo.o5,b5fo.o6,b5fo.a1,b5fo.a2,b5fo.a3,b5fo.a4,b5fo.a5,b5fo.a6,b5fo.c1,b5fo.c2,b5fo.c3,b5fo.c4,b5fo.c5,b5fo.c6,b5avgn,b5avge,b5avgo,b5avga,b5avgc,b5avgsd,dom.viol,free.pr,free.cl,free.2,prop.rts,indx.dem
Tajikistan,e.euras,2, , , ,.133294896285287, ,.0209740768221151,-.131198447228865,.13,.0209740768221151, ,1071,1700, , , ,32.6, ,98.2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0,0, ,2,3,0,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,11,30,9
Tanzania,africa,4, ,20,.747833564828868,.695896672393569,.726370181366541,.66394753523158,.618937254248844,.747833564828868,.747833564828868,732,657,800,1.648,7,6,34.6,.97, , , , , , , , , , , ,49.19,49.26,53.27,47.73,48.19, , , , , ,27, , ,1, , , ,1,2,3,3,1,3,2,3,2, ,41.8,76.1,16.5,48.4,.418,3.2,3.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.76,4,3,7,30,4.4
Thailand,e.euras,2, ,19,.639437135180265,.573950689038889,.604424198011862,.524580697111947,.456342609775939,.639437135180265,.639437135180265,8373,7949,9100,2.104,14,15,42,.976,96.9, , , , ,48.9,49.6,48.5,49.6,48.9,521, , , , , , , , , , ,20,3,5.7,1,4.6,20,.23,2,1,2,3,2,3,0,3,3, , , , , ,.778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51,50.6,50.3,48.6,48.7,49.6,48.8,48.4,49.2,48.4,49.8,51.6,48.4,48.8,46.2,51.6,47.8,48.6,49.9,48.1,49.8,49,47.8,52.5,49.5,48.8,49.4,49.2,48.8,51.2, , , , , , ,5.34,7,4,11,50,12.1
Togo,africa,4, ,24,1.16076861724002,1.16044860635612,1.19092211532909,1.19486403118878,1.23833983286557,1.16076861724002,1.16076861724002, ,1581, , , , , , ,97.9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,3,2,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.71,6,5,11,30,8
Tokelau,ins.pac,3, , , , ,-1.09005321218386,-.933539689823553,-.758334705644645,-1.09,-.933539689823553, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,2,0,0,0,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tonga,ins.pac,3, , , , ,-.716593434617141,-.666203590367173,-.446442589612202,-.72,-.666203590367173, ,6555, , , , , , ,102.8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,2,1,0,0,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,2,7,20, 
Trinidad & Tobago,s.am,6, ,13,-.0310148066017686,-.0407670549235113,-.00677620643244407,-.0144589759188179,-.0103826300918986,-.0310148066017686,-.0310148066017686,14903,14661,19700,2.314,11,11, ,1.109,95, , , , , , , , , , , , , , , , , , , , ,16, , , , , , ,2,2,1,2,0,2,0,2,2, , , , , ,.801, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.04,2,2,4,60,21
Tunisia,africa,4, ,21,.81094031803864,.906432460296949,.797365278727535,.904559864264015,.899651638120018,.81094031803864,.81094031803864, ,7593,7400, , , ,40, ,101.4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,3,3,0,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.92,6,5,11,50,1.6
Turkey,w.euras,1,54.29,15,.162571193957658,.177017195705843,.354066074257392,.397932202012423,.308586032159828,.162571193957658,.162571193957658,7688,7938,8900,1.965,41,39,43.6,1.032,101.1,36.06,54.16,21.71,1.03,51.4,53,48.2,51,51.4,517,51.59,47.89,48.71,49.88,52.7,104.59,100.9,101.28,98.89,100.11,37,3.85,5.88,1, , , ,2,2,0,2,3,3,0,1,2, ,12.7,38.7,33.9,13.6,.75,5.6,3,2.6,9,47.9,50.7,50.9,53.1,49,51.6,47.7,52.8,48.8,50.7,50.2,53.1,49.8,53,50.5,52,47.4,51.5,47.2,53.5,51.6,45.5,44.3,48,49.5,47.3,50.2,52,48.2,51.4,47.8,51,49.6,53.2,50.6,50.7,51.4,50.9,51.8,51.1,51.1,52,49.6,49.6,51.1,49,45.9,52.4,51,54.5,54.5,46.7,49.9,51.6,50.9,51.6,52,51.1,49.9,50.2,50.9,50.3,50.8,48.5,50.4,11.1,5.07,3,3,6,50,22.4
Turkmenistan,w.euras,1, ,13,-.00345576558104289,-.00976313377519489,.0242277147158724,.0209740768221151,-.131198447228865,-.00345576558104289,-.00345576558104289, ,6991, , , , ,40.8, ,97.4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0,0,2,2,3,0,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,14,10,0
Turks & Caicos Isls,n.am,5, , , , , ,-.393313475079849,-.452379545779768,-.39,-.393313475079849, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,0, ,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Tuvalu,ins.pac,3, , , , ,-1.09005321218386,-.933539689823553,-.758334705644645,-1.09,-.933539689823553, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,2,0,0,0,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , 
Uganda,africa,4, ,23,1.04758711497312,1.03311941630585,1.06359292527882,1.04934495684562,1.06856757946522,1.04758711497312,1.04758711497312,1088,1478, , ,0, ,45.7,1.006,100, , , , ,49.4,46.5,49.5,48.3,48.2,518, , , , , , , , , , , , , , , , , ,1,3,3,3,2,3,2,3,3, ,31.4,71.7,18.2,26.9,.508,5.2,2.7,4.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.9,50.7,52,52.5,49,51,45.7,49.6,49.6,47.5,50.7,47.4,48.4,50.5,46.4,53,50.4,46,46,47.6,45.8,53,48.5,48.5,47.4,50.2,44.8,48.5,48.3,51.5, , , , , , ,5.3,5,4,9,30,10
Ukraine,w.euras,1, ,9,-.396235427476824,-.591180943950335,-.417649404916881,-.643503420520902,-.582113436792941,-.396235427476824,-.396235427476824,6216,6453, , ,51, ,31,.922,85.8,32.27,50.79,17.36,1.24, , , , , , ,46.45,39.05,43.89,48.02,42.06, , , , , , , , , , , , ,0,0,0,3,3,1,0,2,0, ,31.8,37.4,10.5,2.6,.766,3.6,2.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,5,30,29
United Arab Emir.,w.euras,1, ,9,-.451605081178806,-.513931113822678,-.33688223527113,-.391723008877316,-.450524001876813,-.451605081178806,-.451605081178806,18754, ,49700,1.726,24,24, ,2.743,212.3, , , , , , , , , , , , , , , , , , , , ,38, , ,1, , , ,0,0,2,2,2,2,0,1,0, , , , , ,.849, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,11,40,0
United States of Am.,n.am,5,44.53,5,-.892785687467209,-.731177914812358,-.833210417345583,-.640005067151236,-.57803202452833,-.892785687467209,-.892785687467209,39901,39319,43500,1.517,41,38,45,.996,97.1,37.05,48.03,29.24,.73,48.1,52.2,50.4,49.1,48.8,504,50,50,50,50,50,102.2,100.4,98.1,99.1,98.8,91,9.55,4.25,0, , , ,0,0,0,0,1,1,0,1,2,1,61.1,32,8,16.4,.944,7.4,2.1,12.2,11.8,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,49.1,50.1,48.5,47.9,50,48.4,51.3,51.2,51.8,48.9,54.2,50.7,51.4,48.8,51.5,49.2,51.3,52.5,50.7,49.7,51.3,49.6,50.7,48,51,49.4,48.5,49.5,50.8,49,50,50,50,50,50,10,7.56,1,1,2,90,34.4
Uruguay,s.am,6, ,17,.390262967627999,.433170441084977,.467161289576044,.527183876662311,.621534031252753,.390262967627999,.390262967627999,9630,9418,10700,1.3,34,33,45.2,.985,93.3, , , , , , , , , , , , , , , , , , , , ,36, , ,1, , , ,3,2,2,2,0,2,2,2,2, ,49.1,28.8,6.8,4.3,.84,6.7,2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.25,1,1,2,70,31.8
Uzbekistan,w.euras,1, ,9,-.435094535589321,-.355816059492122,-.461365901543441,-.374514981140087,-.430447969516712,-.435094535589321,-.435094535589321, ,1806,2400, , , ,36.8, ,98.9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,1,2,2,0,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,14,20,3.7
Vanuatu,ins.pac,3, , , , ,.0343958435207733,-.126880279449297,-.303695196212179,.03,-.126880279449297, ,3023, , , , , , ,104.4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,3,3,0,3,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,40, 
Venezuela,s.am,6, ,18,.476660488435547,.530367651993469,.707416530545017,.801761294912566,.779719973876661,.476660488435547,.476660488435547,6104,6139,6900,1.47,10,8,48.2,.97,101, , , , , , , , , , , , , , , , , , , , ,12, ,5.53,1, , , ,2,2,2,2,2,3,2,1,2, ,44.6,50.7,15.5,8.5,.772,6.8,3.1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.57,4,4,8,5,11.8
Vietnam,e.euras,2, ,19,.608586909353414,.678784875526069,.569717693956655,.644391195954438,.596121525092178,.608586909353414,.608586909353414,3298,2659,3100,2.418,11,16,37,.983,96.8, , , , , , , , , , , , , , , , , , , , ,20, , , ,4.5,21,.214285714285714,2,2,2,2,2,3,0,3,3, ,56.4,56.3,32.2,1.3,.704,6.1,2.3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9.18,7,5,12,10,0
Virgin Isls. (Brit.),n.am,5, , , , , ,-.270958566451258,-.309632152379746,-.27,-.270958566451258, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,1, ,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Virgin Isls. (US),n.am,5, , , , , ,-.148603657822668,-.166884758979723,-.15,-.148603657822668, , , , , , , , ,90.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,2,2, ,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Wake Island,ins.pac,3, , , , , , ,-1.04382949244469,-1.04,-1.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, ,0, ,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Western Sahara,africa,4, , , , ,-.361689740864187,-.260599368935226,-.297546421944374,-.36,-.260599368935226, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,1,2,2,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Yemen,w.euras,1, ,17,.412453201822869,.31859376401182,.349067272984792,.232744211366725,.440175467075956,.412453201822869,.412453201822869, ,846,2500, , , ,37.7, ,102.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,2,3,2,1,0,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.5,5,5,10,30,4.9
Zambia,africa,4, ,19,.637305628932931,.571552744510639,.602026253483611,.521840189079661,.453145350404938,.637305628932931,.637305628932931,1013,861,1000,1.19,15,15,50.8,.993,99.2, , , , , , , , , , , , , , , , , , , , ,27, ,5.84,1, , , ,0,3,3,3,1,3,2,3,1, , , , , ,.394, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.45,4,4,8,30,9.7
Zimbabwe,africa,4, ,19,.644744267922193,.57992121337356,.610394722346532,.531404153494427,.464303308888832,.644744267922193,.644744267922193,1588, ,2000,1.503,18,20,50.1,1.006,94.1,22.66,46.67,27.34,.8, , , , , , ,48.69,49.77,51.75,48.26,48.52, , , , , , ,3,5.57, , , , ,0,3,2,3,2,3,2,3,1,2.72, ,68.1, , ,.505,3.3,3.1, , ,48.5,49.5,53.4,51.2,44,53.9,42.4,48.9,46.3,48.4,43.8,48.2,41.5,50.7,41,55.2,48.1,39.9,44.6,52,40.1,54.5,48.7,56.2,40.9,53.1,49.3,55.3,48.1,55.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50.9,42.3,47,51,51.8,8.8,5.92,7,6,13,5,4.3
