culture,wld.regs,wld.reg1,gene.5ht,hpp.9,hpp.z9,hpp.z8xl,hpp.z8xt,hpp.z7,hpp.z6,hpp.bst,hpp.ind.bst,gdp.who,gdp.wb,gdp.fact,pop.dens,lat.popu,lat.cent,new.gini,sexratio,sex.rat,soi.tot,soi.male,soi.fem,soi.sexd,b5m.neu,b5m.ext,b5m.ope,b5m.agr,b5m.con,acqui.m,b5s.ext,b5s.agr,b5s.con,b5s.neu,b5s.ope,b5.2.ext,b5.2.ope,b5.2.neu,b5.2.agr,b5.2.con,ind.hof,ind.suh,col.gelf,col.pron,food.spc,food.plt,food.per,pat.lei,pat.sch,pat.fil,pat.lep,pat.thu,pat.mal,pat.trp,pat.tb,pat.den,conform,wvs.ind,wvs.obe,wvs.rac,wvs.rel1,hdi,lif.sat,sat.inq,left.wri,left.gen,b5fs.n1,b5fs.n2,b5fs.n3,b5fs.n4,b5fs.n5,b5fs.n6,b5fs.e1,b5fs.e2,b5fs.e3,b5fs.e4,b5fs.e5,b5fs.e6,b5fs.o1,b5fs.o2,b5fs.o3,b5fs.o4,b5fs.o5,b5fs.o6,b5fs.a1,b5fs.a2,b5fs.a3,b5fs.a4,b5fs.a5,b5fs.a6,b5fs.c1,b5fs.c2,b5fs.c3,b5fs.c4,b5fs.c5,b5fs.c6,b5fo.n1,b5fo.n2,b5fo.n3,b5fo.n4,b5fo.n5,b5fo.n6,b5fo.e1,b5fo.e2,b5fo.e3,b5fo.e4,b5fo.e5,b5fo.e6,b5fo.o1,b5fo.o2,b5fo.o3,b5fo.o4,b5fo.o5,b5fo.o6,b5fo.a1,b5fo.a2,b5fo.a3,b5fo.a4,b5fo.a5,b5fo.a6,b5fo.c1,b5fo.c2,b5fo.c3,b5fo.c4,b5fo.c5,b5fo.c6,b5avgn,b5avge,b5avgo,b5avga,b5avgc,b5avgsd,dom.viol,free.pr,free.cl,free.2,prop.rts,indx.dem
Afghanistan,w.euras,1, ,15,.226310495728663,.248723910198224,.13965672862881,.152892949865472,.0227069046550509,.226310495728663,.226310495728663, , ,1000, , , , , ,107.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0,0,2,3,3,0,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.18,5,5,10, ,0
Albania,w.euras,1, ,11,-.250440430424282,-.148080191181453,-.110572003172291,.0263923312840849,-.124877150356567,-.250440430424282,-.250440430424282,5420,4426,5600,2.119, ,41,26.7,1.05,98, , , , , , , , , , , , , , , , , , , , , , ,5.74, , , , ,2,0,0,1,2,3,0,1,2, , ,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.3,3,3,6,30,25
Algeria,africa,4, ,18,.471710666862028,.52479910272326,.558789951214327,.631902347106063,.743705580103796,.471710666862028,.471710666862028, ,6475,6700, , , ,35.3, ,101.9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,2,2,2,3,2,0,2,2, , ,56.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8.41,6,5,11,30,15.9
Andorra,w.euras,1, ,3,-1.0847805145632,-1.08671278583773,-1.04920459782857,-1.04633063403738,-.889924140560774,-1.0847805145632,-1.0847805145632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,1,1,0,0,1,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2, , 
Angola,africa,4, ,22,.95440117142896,.928285229818672,.958758738791644,.929534458003127,.928788664148982,.95440117142896,.95440117142896, ,2724, , , , , , ,97.2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,3,2,3,2,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.28,6,5,11,20,0
Anguilla,n.am,5, , , , , ,-.265063679813629,-.302754784635845,-.27,-.265063679813629, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,0, ,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Antigua,n.am,5, , , , , ,-.265063679813629,-.302754784635845,-.27,-.265063679813629, ,12703, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,0, ,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4, , 
Argentina,s.am,6,51.04,12,-.123685733732805,-.145021847945927,.0320270306056215,.0298875806961141,.203509397960244,-.123685733732805,-.123685733732805,13331,12301,15000,1.168,34,34,49,1.001,96.2,40.74,55.52,30.1,.9,51.3,52.3,46.1,50.6,50,497,49.1,42.75,48.18,55.05,50.83,101.4,96.93,106.35,93.35,98.18,46,4.8,5.51,1, , , ,2,0,1,2,1,1,2,1,2, ,36.3,30.3,4.5,8,.863,6.8,2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,52,49.2,51.8,48.2,51.6,52.1,47,51.6,48.6,51.4,49.5,53.2,50.7,45.9,47.4,47.5,46.8,48.8,49.4,51.2,51.3,48.9,54.3,51.5,50.6,47.6,51.1,52.6,52,48, , , , , , ,6.75,2,2,4,20,26.1
Armenia,w.euras,1, ,14,.0950089219070121,.101009639648867,.135000488139934,.1475715321639,.178652962671273,.0950089219070121,.0950089219070121, ,4316, , , , ,37, ,87.6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0,0,2,3,2,0,2,2, , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,9,35,16.2
Aruba,s.am,6, , , , , ,-.276376820913228,-.315953449252044,-.28,-.276376820913228, , , , , , , , ,92.3, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,1, ,0,2,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Australia,ins.pac,3,45.91,11,-.253094628202295,-.290606854224104,-.113557975672555,-.136495283621802,-.152758322412046,-.253094628202295,-.253094628202295,31454,30161,32900,.429,34,27,30.5,1.017,98.7,37.29,46.52,30.73,.66,48.6,53.8,50.7,50,47.5,522,48.98,47.51,45.87,50.82,50.07,102.78,100.77,99.42,97.51,93.37,90,9,4.17,0,3.4,9,.377777777777778,0,1,2,2,1,2,0,1,2, ,52.9,33.7,4.8,6.1,.955,7.3,2.1,10.7,10.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,49.8,50.3,50.1,48.7,51.1,48.6,53.5,52.3,52.4,48.8,54.9,51.6,51.5,47.8,52.5,49.7,52.4,53.4,52,51.9,52.1,49.3,51.4,47.7,51,47.6,48.4,47.9,49.4,47.5, , , , , , ,3.5,1,1,2,90,37.1
Austria,w.euras,1,43.65,6,-.774248869285624,-.737364684900463,-.6998564968913,-.647075661537641,-.424126672644414,-.774248869285624,-.774248869285624,31648,31900,35500,1.998,47,47,26,1.012,94.6,45.73,55.89,38.66,.55,48.3,50.7,50.5,50.6,52.4,512,50.61,45.9,46.73,49.69,49.29,101.31,99.79,97.99,96.5,99.13,55,6.75,4.85,0,2.7,18,.15,0,0,0,1,2,0,0,1,2, ,70.5,21,6.7,2.6,.936, ,2.1, , ,52.5,51.6,50.7,51.8,50.7,53.4,48.9,52.2,48.5,49.2,44.1,53,58.1,58,55.8,54.1,54,53,46,43,45.6,46.3,46.4,53.8,47.2,47.4,46.7,49.4,43.7,47.6,47.4,48.8,47.2,48.5,49.8,48.6,51.8,50.7,50.9,51,47.1,51.5,48.9,50.6,50.9,49.1,51.7,50.5,51.5,49,51.6,50.6,48.7,51.6,54.5,52.8,52.9,50,53.2,50.5,52.9,48.4,59.1,48.2,46.7,11,4.17,1,1,2,90,37.7
Azerbajan,w.euras,1, ,16,.327148010390059,.222625423649909,.396156962683362,.286560999593662,.178652962671273,.327148010390059,.327148010390059, ,4368, , , , ,36.5, ,95, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0,0,3,3,3,0,2,2, , ,24.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,11,25,11.5
Azores,w.euras,1, , , , , , ,-.731937376412247,-.73,-.73, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, ,0, ,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Bahamas,n.am,5, , , , , ,-.51057956413624,-.589189983012224,-.51,-.51057956413624, ,17532, , , , , , ,96.2, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1, ,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,75,17.4
Bahrain,w.euras,1, ,14,.0959233612671708,.102038383929046,.136029232420113,.148747239912676,.0178702430434553,.0959233612671708,.0959233612671708,21441,19756,25300,3.028,26,26, ,1.372,135.3, , , , , , , , , , , , , , , , , , , , , ,3, , , , , ,2,0,1,2,2,3,0,2,2, , , , , ,.846, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,10,60,0
Bangladesh,e.euras,2, ,19,.617129791961059,.688395618459669,.579328436890255,.655374902164267,.608935849003645,.617129791961059,.617129791961059,2098,1825,2200,3.051,23,24,33.2,1.042,102.4,19.67,31.1,11.8,1.09, , , , , , ,44.98,50.49,46.71,51.2,53.35, , , , , ,20, , , , , , ,3,0,3,2,2,3,0,3,3, ,77.8,19.1,71.7,37,.52,5.7,2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,8,25,17.3
Barbados,s.am,6, , , , , ,-.154021912284637,-.173206055852021,-.15,-.154021912284637, ,15254, , , , , , ,93.8, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,2, ,0,2,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,1,2,90,16.8
Belarus,w.euras,1, ,6,-.746911334141455,-.706609957863272,-.812159799914591,-.775422293564259,-.736018788676858,-.746911334141455,-.746911334141455,11907,6592,7800,1.671,54,53,27.9,.945,87.4, , , , , , , , , , , , , , , , , , , , , ,4, , , , , ,0,0,0,1,2,1,0,2,0, ,31.7,31.6,16.5,1.7,.786,4.3,2.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,6,13,20,14.8
Belgium,w.euras,1, ,4,-.99811019689956,-.849667987923754,-.951700490456978,-.775422293564259,-.736018788676858,-.99811019689956,-.99811019689956,31481,31131,31800,2.536,51,51,28,1.018,95.8,32.82,39.68,26.8,.69,49.6,52.2,50.4,49.8,47.4,502,45.99,45.07,43.03,53.6,54.59,98.19,104.99,103.2,94.87,90.43,75,7.25, ,0, , , ,0,0,0,0,2,1,0,1,0,.94,40.7,37.4,16.5,3.6,.945,7.3,2.2,7.5,15.7,52.4,50.6,54.9,50.8,51,53,43.3,52.7,46.7,48.8,47.9,50.5,52.8,52.8,50.2,49.3,48.6,52.1,47.7,48.9,44.7,46.4,53.6,53.8,43.8,47.2,48.7,48.5,46.1,49.1,49.5,49.7,52.4,46,53,49.6,49.8,51.9,50.2,50.2,50.6,51.9,52.5,49.5,51.2,49.8,49.5,52.2,50.9,50.6,49.7,47.3,52.2,50.7,47.4,47.7,48.6,49.6,49,48.4,53,47.7,51.8,50,46.6,10.3,4.63,1,1,2,80,42.8
Belize,n.am,5, , , , , ,.280666112956032,.171775594927372,.28,.280666112956032, ,6738, , , , , , ,101.7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,0,1, ,3,3,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,2,3,50,13.8
Benin,africa,4, ,22,.933856083090311,.905172005437691,1.07870354447115,1.06661423592256,1.08871507172165,.933856083090311,.933856083090311, ,1015, , , , ,36.5, ,101.1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,3,2,3,3,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.69,2,2,4,30,7.2
Bermuda,n.am,5, , , , , ,-.632934472764831,-.731937376412247,-.63,-.632934472764831, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, ,0,2,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Bhutan,e.euras,2, ,17,.442733184353336,.352658744358594,.383132253331567,.271675617477324,.3234410622036,.442733184353336,.442733184353336, , , , , , , , ,110.9, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,0,1,3,2,2,0,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,11,60,0
Bolivia,s.am,6, ,16,.339985669321162,.376608480489785,.267541298920371,.299046744484399,.355374043711855,.339985669321162,.339985669321162,2762,2743,3000,.925,18,17,59.2,.961,99.3,40.9,61.47,21.92,1.2, , , , , , ,49.34,49.62,45.08,50.29,50.71, , , , , , , ,5.47, , , , ,2,0,1,2,3,2,2,3,1, , , , , ,.687, ,2.6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.94,3,3,6,20,20.2
Bosnia & Herzo.,w.euras,1, ,13,.00361215949381756,-.00181171806597687,.0321791304250904,.0300614090612214,-.120596559616575,.00361215949381756,.00361215949381756, ,6148, , , , ,56.2, ,92.7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,2,3,3,0,2,2, , ,42.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,6,10,26.1
Botswana,africa,4, ,17,.412605179439146,.458305429372518,.349238247803104,.392414686064665,.464303308888832,.412605179439146,.412605179439146,7344,9759, , ,25, ,63,1.009,99,27.02,33.56,23.06,.39,48.9,46.7,47.7,48,46.8,514,49.56,52.11,50.27,48.61,48.19,96.26,95.89,97.51,100.11,97.07, , , , , , , ,0,3,2,2,2,2,2,3,1, , , , , ,.565, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48.9,51.5,52.7,50.2,49,51.1,45.6,49,50.9,46.1,50,48.2,47.6,48.6,46.8,51.6,48.4,45,47.2,47.7,43.8,52.8,49.3,47.5,44.7,49.6,44.1,46.2,49.3,50.3, , , , , , ,2.4,2,2,4,75,9
Brazil,s.am,6,46.96,22,.931373069844718,.902378615536399,1.07591015456985,1.06342179032108,1.08499055185326,.931373069844718,.931373069844718,8140,7967,8600,1.352,24,10,56.7,.983,97.3,37.93,53.96,27.13,.82,53.7,52.1,49,50.3,51.5,517,45.89,45.86,45.38,53.14,49.16,97.99,98.16,106.84,96.16,96.88,38,3.9,5.18,1,4.2,18,.233333333333333,3,3,2,3,1,3,3,2,2,1.6,19.9,48.2,2.8,12.7,.792,7,2.8,5,6.88, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,54.6,52.1,51.2,51.1,51.8,52.2,51.1,49.9,48.8,52.1,52.9,51.9,52.6,51.2,48.5,48,48.4,48.7,49.2,49.1,51.3,50.7,51.7,50.6,51.6,50.7,51.8,51.5,50.1,49.7, , , , , , ,5.59,2,2,4,50,24.5
Brunei,ins.pac,3, ,13,-.0140839770527607,.117820818861509,-.130787053250292,.00328941690922659,-.151830550460569,-.0140839770527607,-.0140839770527607, , , , , , , , ,107.5, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,3,1,2,3,0,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,5,11, ,0
Bulgaria,w.euras,1, ,10,-.347336544026903,-.257088318984401,-.219580130975239,-.0981883862049988,-.270221320760498,-.347336544026903,-.347336544026903,8269,8361,10400,1.821,43,43,30.7,.967,94.3, , , , , , , , , , , , , , , , , , , , ,30,5, ,1, , , ,0,0,0,1,3,3,0,1,2, ,42.2,18.3,28.1,2.5,.808,4.5,2.7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.64,1,2,3,30,31.6
Burkina Faso,africa,4, ,24,1.15655441932516,1.15570763370189,1.18618114267486,1.18944577672681,1.23201853599328,1.15655441932516,1.15655441932516,1263,1117,1300,1.719,12,13,39.5,.996,99.3, , , , ,53.1,48.8,49.3,51.3,49.7,534, , , , , , , , , , , , , ,1, , , ,2,3,3,3,2,3,3,3,2, , , , , ,.317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,52,52.9,52.6,55,48.9,50.9,50,50.3,48.2,47.3,50.7,47.8,48.5,50.7,48.1,51.5,50.1,45.3,47.1,48.3,49.2,51.8,50.3,56.3,46.6,49.9,49.1,49.7,48.8,51.2, , , , , , ,1.79,5,3,8,30,2.6
Burundi,africa,4, ,23,1.06101877647741,1.04823003549817,1.07870354447115,1.06661423592256,1.08871507172165,1.06101877647741,1.06101877647741, ,635, , , , ,42.4, ,95.4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,3,3,3,2,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.09,3,5,8,30,0
Cambodia,e.euras,2, ,17,.446501350873489,.356897931693767,.38737144066674,.276520403003236,.166938933315776,.446501350873489,.446501350873489, ,2337, , , , ,43, ,95, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,2,3,2,3,0,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7.14,6,5,11,30,5.1
Cameroon,africa,4, ,24,1.16733251445848,1.16783299072688,1.19830649969985,1.20330332761251,1.24818567869326,1.16733251445848,1.16733251445848, ,2067, , , , ,44.6, ,99.6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,2,3,3,2,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.96,6,6,12,30,1.8
Canada,n.am,5, ,1,-1.31142025185682,-1.20214179975067,-1.30417430228389,-1.17824950708073,-1.04382949244469,-1.31142025185682,-1.31142025185682,31389,30272,35200,.565,44,60,32.1,1.01,98.1,34.52,44.33,27.3,.75,49.5,52.5,48.4,49.9,49.6,519,48.32,49.14,49.05,50.58,48.75,100.82,97.15,100.08,99.04,98.65,80,8.5,4.26,0, , , ,0,0,0,0,0,0,0,1,0,1.37,62.3,27,3.4,6.5,.949,7.6,2,12.8,12.3,50.4,46.4,50.5,50.8,50.7,48.9,50.4,50.2,49.7,51.3,51.3,52.5,52,51.6,42,48.2,49.9,42.6,44.9,48.4,41.9,54.8,49.9,50.2,44.2,48.9,45.7,48.1,47,53.5,51.5,50.1,49.9,48.6,49.8,49.5,52.5,53,51.6,48,52.7,50,50.1,47.4,50.9,47.4,50.4,50.7,49.7,49.7,52.3,49.9,49.9,49.3,50.7,50.3,49.9,48.8,50.5,50.9,50.5,51.7,51.6,51.9,49.2,11,5.18,1,1,2,90,24.9
Canary Islands,africa,4, , , , ,-.0543972342041739,-.228358082563522,-.422085966512109,-.05,-.228358082563522, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,3,1,3,0, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Cape Verde,africa,4, , , , ,-.222104390533779,-.260548329177487,-.459641254228401,-.22,-.260548329177487, ,6577, , , , , , ,91.1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,3,2,0,3,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,2,70,14.4
Cayman Islands,n.am,5, , , , , ,-.64679202365053,-.748104519112229,-.65,-.64679202365053, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0, ,0,2,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Central Afri. Rep.,africa,4, ,24,1.16076861724002,1.16044860635612,1.19092211532909,1.19486403118878,1.23833983286557,1.16076861724002,1.16076861724002, ,1048, , , , ,61.3, ,96.4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,3,2,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,5,4,9,20,11.1
Chad,africa,4, ,23,1.04337291705825,1.02837844365163,1.0588519526246,1.04392670238365,1.06224628259292,1.04337291705825,1.04337291705825, ,2093, , , , , , ,98.6, , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3,3,2,3,2,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.93,6,5,11,20,11.4
Chile,s.am,6, ,9,-.44528229682921,-.367277290886997,-.329769102877834,-.224118639807965,.0693231860402069,-.44528229682921,-.44528229682921,12505,11468,12700,1.337,33,30,54.9,.998,97.9, , , , ,50,51.7,51.8,50.8,52.2,496,47.55,47.02,49.72,51.39,54.69,99.25,106.49,101.39,97.82,101.92,23,4.15, ,1, , , ,0,0,0,1,3,0,2,1,2, ,52.7,51.3,9,11.3,.854, ,2.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,51.4,48.7,49.9,47.4,49.2,50.6,49.5,50.7,51.6,50.4,49.1,54.9,52.8,50.3,51.6,49.1,51.8,50.2,53.2,49.6,51.7,51,47.8,52.6,54.1,49.9,52.8,53.6,52.6,50.4, , , , , , ,5.27,1,1,2,90,23
China PRC,e.euras,2,75.2,23,1.030141416343,1.01349300534697,1.04396651431994,1.02691477289261,1.04239903152004,1.030141416343,1.030141416343,5581,5453,7600,2.151,31,35,47,1.057,107.7, , , , ,46.5,46.6,50.1,48.6,48,517, , , , , , , , , , ,20,2,5.8,1, , , ,3,2,3,3,3,3,0,3,3, ,74.1,19.2,14.6,.7,.755, ,2.6, , ,49.7,54.1,54,54.9,47.2,56.3,45.7,53.2,46.4,49.3,46.8,45.3,45.8,53.6,44.7,43.1,47.6,49.7,50,48.4,41.7,40.9,47.2,54.2,44,47.7,50.5,49.7,47.2,57.2,46.1,48.2,49.6,49.8,47.4,50,47.5,50,50.1,49.8,47.9,48,47.6,50.3,46.5,50.2,49.6,51.3,49.3,48.6,45.5,50.2,46.5,49.5,48.3,48.9,48,47.4,48.6,52,53.1,44.5,48.3,47.8,50.3,10.5,7.86,7,6,13,20,0
Christmas Island,ins.pac,3, , , , , , ,-1.04382949244469,-1.04,-1.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0, ,0, ,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Colombia,s.am,6, ,16,.268314057235297,.295977916893187,.473026795444736,.533887311940817,.467200327076286,.268314057235297,.268314057235297,7319,7509,8400,1.631,5,4,53.8,.951,97.1, , , , , , , , , , , , , , , , , , , , ,13,2.15,5.73,1, , , ,2,2,1,2,2,3,1,1,2, ,28.9,42.7,2,10.7,.785, ,2.2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.59,3,3,6,40,14.8
Comoros,africa,4, , , , ,-.0726647015292435,-.249235188077888,-.446442589612202,-.07,-.249235188077888, ,1696, , , , , , ,100.7, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,2,3,0,3,0, ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,7,30,0
Congo DR (Kinshasha),africa,4, ,22,.967832832933246,.943395849010993,.973869357983966,.946803737080066,.948936156405411,.967832832933246,.967832832933246,382,633, , ,5, , ,.979,98.1,32.43,41.16,29.55,.51, , , , , , ,51.19,54.82,55.71,44.58,46.23, , , , , , , , , , , , ,0,2,3,3,2,3,3,3,3,.89, , , , ,.385, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.98,5,6,11,10,0
Congo Rep (Brazza.),africa,4, ,24,1.16076861724002,1.16044860635612,1.19092211532909,1.19486403118878,1.23833983286557,1.16076861724002,1.16076861724002, ,1060, , , , , , ,99.4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,3,2,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.44,6,5,11,10,0
Cook Islands,ins.pac,3, , , , ,-.950512521641473,-.933539689823553,-.758334705644645,-.95,-.933539689823553, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,2,1,0,0,0, ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Costa Rica,s.am,6, ,14,.117079229955752,.1258387362037,.159829584694767,.175947642512281,.0496040460763279,.117079229955752,.117079229955753,8949,9916,12000,1.912,10,10,48,1.023,103.4, , , , , , , , , , , , , , , , , , , , ,15, ,5.32,1, , , ,2,0,1,2,0,3,2,2,2, , , , , ,.838, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.65,1,1,2,50,20.9
